CODVENDA,CODITEM,CODPROD,QUANTIDADE,VALORUNIT,DESCRICAOMO,DEST,VALORCUSTO,CODTIPPROD,CODFUNC,COMISSAOPORCEN,PRECOCERTO,PESOPRODUTO,DATA,MES,VALORDESCONTO,DARBAIXA,ESTORNADO,BAIXADO,DELETADO,CODBAIXA,IDREMESSA,PRODMO,PRODMONTADO,IMPRESSO,GRADE,MOTIVODEL,IMPRECEITA,PRECOAPRAZO,OK_COZINHA,VALORTOTAL,VALTOTAL_PRECOCERTO,IAT,IPPT,DESC_PRODUTO,CODALIQUOTA,IT_DESCONTO,IT_ACRESCIMO,UNIDADE,INFOADICIONAL,BAIXARRECEITA,CFOP,TAB_TOTALIZADOR,COO,CCF,DESCTOTAL_SPED,COR,PPIS,PCOFINS,VPIS,VCOFINS,ACRESTOTAL_SPED,AUT_DELBD,QUANT_RESERVADA,REG_MD5,VAL_INCLUSAO,PRECOTABELA,CUSTOMEDIO,TOTAL_IMPOSTOS,NCM_PROD,ORIGEM_MERC_PROD,P_COMPRAPROD,PRODRESERVADO,IDSETOR,CUSTO_VARIAVEL,PERCCUSTO_VARIAVEL,ROMANEIO_ID,CODPROMOCAO,RESERV_ARETIRAR,BLOQ_COMISSAO,COMISSAO_PROD,VAZILHAME_OP,VAZILHAME_QUANTEMP,ICMS_ST,LOTE,AMBIENTE_ORC,ID_RESTRICAO,DEF_ENTREGA,PQUANT_DECIMAIS,BLOQ_DESCITEM,KIT_CODPROD
936,1,000018,1,43817.96,,,0.01,MO,0,0,43817.96,,2024-08-22,08/2024,0,1,0,1,0,156709,,0,0,,,,,43817.96,,43817.96,43817.96,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
937,1,000011,1,40,,,0.01,MO,0,0,40,,2024-08-14,08/2024,0,1,0,1,0,184033,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
938,1,000010,1,49.28,,,0.01,MO,0,0,49.28,,2024-08-14,08/2024,0,1,0,1,0,67147,,0,0,,,,,49.28,,49.28,49.28,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
939,1,000018,1,82396.78,,,0.01,MO,0,0,82396.78,,2024-08-15,08/2024,0,1,0,1,0,107080,,0,0,,,,,82396.78,,82396.78,82396.78,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
940,1,000010,1,197.12,,,0.01,MO,0,0,197.12,,2024-08-16,08/2024,0,1,0,1,0,136435,,0,0,,,,,197.12,,197.12,197.12,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
941,1,000018,1,26130.28,,,0.01,MO,0,0,26130.28,,2024-08-16,08/2024,0,1,0,1,0,52093,,0,0,,,,,26130.28,,26130.28,26130.28,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
942,1,000018,1,841.9,,,0.01,MO,0,0,841.9,,2024-08-16,08/2024,0,1,0,1,0,101267,,0,0,,,,,841.9,,841.9,841.9,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
943,1,000010,1,39.42,,,0.01,MO,0,0,39.42,,2024-08-23,08/2024,0,1,0,1,0,41361,,0,0,,,,,39.42,,39.42,39.42,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
944,1,000011,1,40,,,0.01,MO,0,0,40,,2024-08-26,08/2024,0,1,0,1,0,297792,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
945,1,000008,1,1141,,,0.01,MO,0,0,1141,,2024-08-26,08/2024,0,1,0,1,0,188129,,0,0,,,,,1141,,1141,1141,T,T,ALGUÉL CANTINA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
946,1,000002,1,2,,,0.01,MO,0,0,2,,2024-08-27,08/2024,0,1,0,1,0,125386,,0,0,,,,,2,,2,2,T,T,EDUCAÇAO INFATIL- MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,99999999,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
947,1,000010,1,905.09,,,0.01,MO,0,0,905.09,,2024-08-27,08/2024,0,1,0,1,0,136109,,0,0,,,,,905.09,,905.09,905.09,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
948,1,000010,1,223.74,,,0.01,MO,0,0,223.74,,2024-08-27,08/2024,0,1,0,1,0,62418,,0,0,,,,,223.74,,223.74,223.74,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
949,1,000010,1,96.73,,,0.01,MO,0,0,96.73,,2024-08-27,08/2024,0,1,0,1,0,174389,,0,0,,,,,96.73,,96.73,96.73,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
950,1,000010,1,29.98,,,0.01,MO,0,0,29.98,,2024-08-27,08/2024,0,1,0,1,0,121612,,0,0,,,,,29.98,,29.98,29.98,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
951,1,000010,1,54.21,,,0.01,MO,0,0,54.21,,2024-08-28,08/2024,0,1,0,1,0,285877,,0,0,,,,,54.21,,54.21,54.21,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
952,1,000004,1,2,,,0.01,MO,0,0,2,,2024-08-28,08/2024,0,1,0,1,0,245748,,0,0,,,,,2,,2,2,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
953,1,000010,1,1016.02,,,0.01,MO,0,0,1016.02,,2024-08-28,08/2024,0,1,0,1,0,186669,,0,0,,,,,1016.02,,1016.02,1016.02,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
954,1,000010,1,1153.68,,,0.01,MO,0,0,1153.68,,2024-08-28,08/2024,0,1,0,1,0,36435,,0,0,,,,,1153.68,,1153.68,1153.68,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
955,1,000010,1,39.42,,,0.01,MO,0,0,39.42,,2024-08-29,08/2024,0,1,0,1,0,166927,,0,0,,,,,39.42,,39.42,39.42,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
956,1,000010,1,1022.49,,,0.01,MO,0,0,1022.49,,2024-08-29,08/2024,0,1,0,1,0,187016,,0,0,,,,,1022.49,,1022.49,1022.49,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
957,1,000010,1,181.67,,,0.01,MO,0,0,181.67,,2024-08-29,08/2024,0,1,0,1,0,159771,,0,0,,,,,181.67,,181.67,181.67,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
958,1,000011,1,40,,,0.01,MO,0,0,40,,2024-08-29,08/2024,0,1,0,1,0,162367,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
959,1,000004,1,880.9,,,0.01,MO,0,0,880.9,,2024-08-30,08/2024,0,1,0,1,0,204454,,0,0,,,,,880.9,,880.9,880.9,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
960,1,000010,1,898.85,,,0.01,MO,0,0,898.85,,2024-08-30,08/2024,0,1,0,1,0,54137,,0,0,,,,,898.85,,898.85,898.85,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
961,1,000010,1,353.19,,,0.01,MO,0,0,353.19,,2024-08-30,08/2024,0,1,0,1,0,265976,,0,0,,,,,353.19,,353.19,353.19,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
962,1,000010,1,349.49,,,0.01,MO,0,0,349.49,,2024-09-02,09/2024,0,1,0,1,0,192873,,0,0,,,,,349.49,,349.49,349.49,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
963,1,000003,1,750,,,0.01,MO,0,0,750,,2024-09-04,09/2024,0,1,0,1,0,268241,,0,0,,,,,750,,750,750,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
964,1,000004,1,441.1,,,0.01,MO,0,0,441.1,,2024-09-04,09/2024,0,1,0,1,0,244520,,0,0,,,,,441.1,,441.1,441.1,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
965,1,000003,1,689.99,,,0.01,MO,0,0,689.99,,2024-09-05,09/2024,0,1,0,1,0,284970,,0,0,,,,,689.99,,689.99,689.99,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
966,1,000004,1,252576.13,,,0.01,MO,0,0,252576.13,,2024-09-05,09/2024,0,1,0,1,0,54103,,0,0,,,,,252576.13,,252576.13,252576.13,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
967,1,000011,1,40,,,0.01,MO,0,0,40,,2024-09-05,09/2024,0,1,0,1,0,67563,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
968,1,000003,1,66785.63,,,0.01,MO,0,0,66785.63,,2024-09-05,09/2024,0,1,0,1,0,284418,,0,0,,,,,66785.63,,66785.63,66785.63,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
969,1,000010,1,225.63,,,0.01,MO,0,0,225.63,,2024-09-06,09/2024,0,1,0,1,0,85750,,0,0,,,,,225.63,,225.63,225.63,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
970,1,000003,1,571.01,,,0.01,MO,0,0,571.01,,2024-09-06,09/2024,0,1,0,1,0,84570,,0,0,,,,,571.01,,571.01,571.01,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
971,1,000010,1,1666.67,,,0.01,MO,0,0,1666.67,,2024-09-09,09/2024,0,1,0,1,0,165733,,0,0,,,,,1666.67,,1666.67,1666.67,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
972,1,000010,1,172.62,,,0.01,MO,0,0,172.62,,2024-09-09,09/2024,0,1,0,1,0,28813,,0,0,,,,,172.62,,172.62,172.62,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
973,1,000003,1,545,,,0.01,MO,0,0,545,,2024-09-09,09/2024,0,1,0,1,0,16976,,0,0,,,,,545,,545,545,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
974,1,000003,1,1987.3,,,0.01,MO,0,0,1987.3,,2024-09-10,09/2024,0,1,0,1,0,40674,,0,0,,,,,1987.3,,1987.3,1987.3,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
975,1,000004,1,1200,,,0.01,MO,0,0,1200,,2024-09-11,09/2024,0,1,0,1,0,296684,,0,0,,,,,1200,,1200,1200,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
976,1,000002,1,2731.84,,,0.01,MO,0,0,2731.84,,2024-09-11,09/2024,0,1,0,1,0,184369,,0,0,,,,,2731.84,,2731.84,2731.84,T,T,EDUCAÇAO INFATIL- MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,99999999,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
977,1,000018,1,28555.44,,,0.01,MO,0,0,28555.44,,2024-09-17,09/2024,0,1,0,1,0,296444,,0,0,,,,,28555.44,,28555.44,28555.44,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
978,1,000018,1,81341.67,,,0.01,MO,0,0,81341.67,,2024-09-17,09/2024,0,1,0,1,0,51109,,0,0,,,,,81341.67,,81341.67,81341.67,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
979,1,000010,1,0.1,,,0.01,MO,0,0,0.1,,2024-09-17,09/2024,0,1,0,1,0,152037,,0,0,,,,,0.1,,0.1,0.1,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
980,1,000018,1,21507.4,,,0.01,MO,0,0,21507.4,,2024-09-17,09/2024,0,1,0,1,0,53968,,0,0,,,,,21507.4,,21507.4,21507.4,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
981,1,000010,1,39.42,,,0.01,MO,0,0,39.42,,2024-09-18,09/2024,0,1,0,1,0,152704,,0,0,,,,,39.42,,39.42,39.42,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
982,1,000018,1,3446.69,,,0.01,MO,0,0,3446.69,,2024-09-20,09/2024,0,1,1,1,0,167535,,0,0,,,,,3446.69,,3446.69,3446.69,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
983,1,000018,1,3446.69,,,0.01,MO,0,0,3446.69,,2024-09-20,09/2024,0,1,0,1,0,151918,,0,0,,,,,3446.69,,3446.69,3446.69,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
984,1,000010,1,39.42,,,0.01,MO,0,0,39.42,,2024-09-20,09/2024,0,1,0,1,0,61583,,0,0,,,,,39.42,,39.42,39.42,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
985,1,000003,1,280.5,,,0.01,MO,0,0,280.5,,2024-09-20,09/2024,0,1,0,1,0,281954,,0,0,,,,,280.5,,280.5,280.5,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
986,1,000003,1,200.5,,,0.01,MO,0,0,200.5,,2024-09-20,09/2024,0,1,0,1,0,48567,,0,0,,,,,200.5,,200.5,200.5,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
987,1,000003,1,237.31,,,0.01,MO,0,0,237.31,,2024-09-19,09/2024,0,1,0,1,0,37797,,0,0,,,,,237.31,,237.31,237.31,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
988,1,000010,1,78.45,,,0.01,MO,0,0,78.45,,2024-09-19,09/2024,0,1,0,1,0,40931,,0,0,,,,,78.45,,78.45,78.45,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
989,1,000018,1,4372.84,,,0.01,MO,0,0,4372.84,,2024-09-20,09/2024,0,1,1,1,0,54377,,0,0,,,,,4372.84,,4372.84,4372.84,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
990,1,000018,1,4372.84,,,0.01,MO,0,0,4372.84,,2024-09-20,09/2024,0,1,0,1,0,44963,,0,0,,,,,4372.84,,4372.84,4372.84,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
991,1,000018,1,1338.05,,,0.01,MO,0,0,1338.05,,2024-09-20,09/2024,0,1,0,1,0,236862,,0,0,,,,,1338.05,,1338.05,1338.05,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
992,1,000018,1,960.03,,,0.01,MO,0,0,960.03,,2024-09-20,09/2024,0,1,0,1,0,163719,,0,0,,,,,960.03,,960.03,960.03,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
993,1,000018,1,1730.82,,,0.01,MO,0,0,1730.82,,2024-09-20,09/2024,0,1,0,1,0,36091,,0,0,,,,,1730.82,,1730.82,1730.82,T,T,RECETA ANHANGUERA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
994,1,000011,1,40,,,0.01,MO,0,0,40,,2024-09-20,09/2024,0,1,0,1,0,52026,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
995,1,000008,1,1141,,,0.01,MO,0,0,1141,,2024-09-20,09/2024,0,1,0,1,0,79979,,0,0,,,,,1141,,1141,1141,T,T,ALGUÉL CANTINA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
996,1,000011,1,40,,,0.01,MO,0,0,40,,2024-09-20,09/2024,0,1,0,1,0,137846,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
997,1,000011,1,80,,,0.01,MO,0,0,80,,2024-09-20,09/2024,0,1,0,1,0,22155,,0,0,,,,,80,,80,80,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
998,1,000011,1,40,,,0.01,MO,0,0,40,,2024-09-24,09/2024,0,1,0,1,0,257232,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
999,1,000011,1,40,,,0.01,MO,0,0,40,,2024-09-24,09/2024,0,1,0,1,0,136091,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1000,1,000011,1,40,,,0.01,MO,0,0,40,,2024-09-24,09/2024,0,1,0,1,0,240811,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1001,1,000011,1,80,,,0.01,MO,0,0,80,,2024-09-24,09/2024,0,1,0,1,0,179874,,0,0,,,,,80,,80,80,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1002,1,000011,1,80,,,0.01,MO,0,0,80,,2024-09-24,09/2024,0,1,0,1,0,280064,,0,0,,,,,80,,80,80,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1003,1,000011,1,40,,,0.01,MO,0,0,40,,2024-09-24,09/2024,0,1,0,1,0,6933,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1004,1,000010,1,67.02,,,0.01,MO,0,0,67.02,,2024-09-25,09/2024,0,1,0,1,0,41867,,0,0,,,,,67.02,,67.02,67.02,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1005,1,000010,1,503.82,,,0.01,MO,0,0,503.82,,2024-09-25,09/2024,0,1,0,1,0,100073,,0,0,,,,,503.82,,503.82,503.82,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1006,1,000004,1,200,,,0.01,MO,0,0,200,,2024-09-25,09/2024,0,1,0,1,0,191372,,0,0,,,,,200,,200,200,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1007,1,000004,1,209.52,,,0.01,MO,0,0,209.52,,2024-09-26,09/2024,0,1,0,1,0,287987,,0,0,,,,,209.52,,209.52,209.52,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1008,1,000010,1,300.8,,,0.01,MO,0,0,300.8,,2024-09-26,09/2024,0,1,0,1,0,170918,,0,0,,,,,300.8,,300.8,300.8,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1009,1,000010,1,483.95,,,0.01,MO,0,0,483.95,,2024-09-26,09/2024,0,1,0,1,0,169653,,0,0,,,,,483.95,,483.95,483.95,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1010,1,000011,1,40,,,0.01,MO,0,0,40,,2024-09-27,09/2024,0,1,0,1,0,265782,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1011,1,000011,1,80,,,0.01,MO,0,0,80,,2024-09-27,09/2024,0,1,0,1,0,138906,,0,0,,,,,80,,80,80,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
1012,1,000010,1,192.23,,,0.01,MO,0,0,192.23,,2024-09-30,09/2024,0,1,0,1,0,283942,,0,0,,,,,192.23,,192.23,192.23,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
