CODVENDA,CODITEM,CODPROD,QUANTIDADE,VALORUNIT,DESCRICAOMO,DEST,VALORCUSTO,CODTIPPROD,CODFUNC,COMISSAOPORCEN,PRECOCERTO,PESOPRODUTO,DATA,MES,VALORDESCONTO,DARBAIXA,ESTORNADO,BAIXADO,DELETADO,CODBAIXA,IDREMESSA,PRODMO,PRODMONTADO,IMPRESSO,GRADE,MOTIVODEL,IMPRECEITA,PRECOAPRAZO,OK_COZINHA,VALORTOTAL,VALTOTAL_PRECOCERTO,IAT,IPPT,DESC_PRODUTO,CODALIQUOTA,IT_DESCONTO,IT_ACRESCIMO,UNIDADE,INFOADICIONAL,BAIXARRECEITA,CFOP,TAB_TOTALIZADOR,COO,CCF,DESCTOTAL_SPED,COR,PPIS,PCOFINS,VPIS,VCOFINS,ACRESTOTAL_SPED,AUT_DELBD,QUANT_RESERVADA,REG_MD5,VAL_INCLUSAO,PRECOTABELA,CUSTOMEDIO,TOTAL_IMPOSTOS,NCM_PROD,ORIGEM_MERC_PROD,P_COMPRAPROD,PRODRESERVADO,IDSETOR,CUSTO_VARIAVEL,PERCCUSTO_VARIAVEL,ROMANEIO_ID,CODPROMOCAO,RESERV_ARETIRAR,BLOQ_COMISSAO,COMISSAO_PROD,VAZILHAME_OP,VAZILHAME_QUANTEMP,ICMS_ST,LOTE,AMBIENTE_ORC,ID_RESTRICAO,DEF_ENTREGA,PQUANT_DECIMAIS,BLOQ_DESCITEM,KIT_CODPROD
463,1,000017,1,122.5,,,0.01,MO,0,0,122.5,,2023-11-16,11/2023,0,1,0,1,0,210802,,0,0,,,,,122.5,,122.5,122.5,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
464,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,18562,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
465,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,230418,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
466,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,222529,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
467,1,000014,1,55,,,0.01,MO,0,0,55,,2023-11-16,11/2023,0,1,0,1,0,199994,,0,0,,,,,55,,55,55,T,T,CAMISETAS ACAMPAMENTO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
468,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,278795,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
469,1,000017,1,150,,,0.01,MO,0,0,150,,2023-11-16,11/2023,0,1,0,1,0,299223,,0,0,,,,,150,,150,150,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
470,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,29944,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
471,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,54174,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
472,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,5099,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
473,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,62643,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
474,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,169698,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
475,1,000017,1,90,,,0.01,MO,0,0,90,,2023-11-16,11/2023,0,1,0,1,0,49516,,0,0,,,,,90,,90,90,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
476,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,177811,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
477,1,000017,1,5,,,0.01,MO,0,0,5,,2023-11-16,11/2023,0,1,0,1,0,134911,,0,0,,,,,5,,5,5,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
478,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,139776,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
479,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-16,11/2023,0,1,0,1,0,60809,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
480,1,000010,1,293.86,,,0.01,MO,0,0,293.86,,2023-11-16,11/2023,0,1,1,1,0,44641,,0,0,,,,,293.86,,293.86,293.86,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
481,1,000010,1,293.86,,,0.01,MO,0,0,293.86,,2023-11-16,11/2023,0,1,1,1,0,7962,,0,0,,,,,293.86,,293.86,293.86,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
482,1,000010,1,293.86,,,0.01,MO,0,0,293.86,,2023-11-20,11/2023,0,1,1,1,0,150040,,0,0,,,,,293.86,,293.86,293.86,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
483,1,000010,1,293.86,,,0.01,MO,0,0,293.86,,2023-11-17,11/2023,0,1,0,1,0,239639,,0,0,,,,,293.86,,293.86,293.86,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
484,1,000010,1,671.92,,,0.01,MO,0,0,671.92,,2023-11-17,11/2023,0,1,0,1,0,177303,,0,0,,,,,671.92,,671.92,671.92,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
485,1,000017,1,90,,,0.01,MO,0,0,90,,2023-11-17,11/2023,0,1,0,1,0,121508,,0,0,,,,,90,,90,90,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
486,1,000014,1,50,,,0.01,MO,0,0,50,,2023-11-17,11/2023,0,1,0,1,0,271308,,0,0,,,,,50,,50,50,T,T,CAMISETAS ACAMPAMENTO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
487,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-17,11/2023,0,1,0,1,0,246752,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
488,1,000017,1,285,,,0.01,MO,0,0,285,,2023-11-17,11/2023,0,1,0,1,0,107104,,0,0,,,,,285,,285,285,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
489,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-17,11/2023,0,1,0,1,0,249124,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
490,1,000014,1,55,,,0.01,MO,0,0,55,,2023-11-17,11/2023,0,1,0,1,0,258213,,0,0,,,,,55,,55,55,T,T,CAMISETAS ACAMPAMENTO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
491,1,000014,1,50,,,0.01,MO,0,0,50,,2023-11-17,11/2023,0,1,0,1,0,50325,,0,0,,,,,50,,50,50,T,T,CAMISETAS ACAMPAMENTO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
492,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-17,11/2023,0,1,0,1,0,114924,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
493,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-17,11/2023,0,1,0,1,0,8505,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
494,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-17,11/2023,0,1,0,1,0,19519,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
495,1,000017,1,95,,,0.01,MO,0,0,95,,2023-11-17,11/2023,0,1,0,1,0,187808,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
496,1,000003,1,2000,,,0.01,MO,0,0,2000,,2023-11-17,11/2023,0,1,0,1,0,103819,,0,0,,,,,2000,,2000,2000,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
497,1,000010,1,324.94,,,0.01,MO,0,0,324.94,,2023-11-20,11/2023,0,1,0,1,0,232492,,0,0,,,,,324.94,,324.94,324.94,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
498,1,000010,1,645.16,,,0.01,MO,0,0,645.16,,2023-11-20,11/2023,0,1,0,1,0,172509,,0,0,,,,,645.16,,645.16,645.16,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
499,1,000017,1,140,,,0.01,MO,0,0,140,,2023-11-20,11/2023,0,1,0,1,0,243615,,0,0,,,,,140,,140,140,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
500,1,000016,1,1520,,,0.01,01,0,0,1520,,2023-11-20,11/2023,0,1,0,1,0,157629,,0,0,,,,,1520,,1520,1520,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
501,1,000003,1,300,,,0.01,MO,0,0,300,,2023-11-21,11/2023,0,1,1,1,0,176349,,0,0,,,,,300,,300,300,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
510,1,000003,1,500,,,0.01,MO,0,0,500,,2023-11-21,11/2023,0,1,0,1,0,180376,,0,0,,,,,500,,500,500,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
502,1,000003,1,300,,,0.01,MO,0,0,300,,2023-11-21,11/2023,0,1,1,1,0,271421,,0,0,,,,,300,,300,300,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
503,1,000013,1,10,,,0.01,MO,0,0,10,,2023-11-21,11/2023,0,1,1,1,0,59645,,0,0,,,,,10,,10,10,T,T,SONINHO LEAO,NN,0,0,UN,0,,5102,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
504,1,000013,1,10,,,0.01,MO,0,0,10,,2023-11-21,11/2023,0,1,1,1,0,229038,,0,0,,,,,10,,10,10,T,T,SONINHO LEAO,NN,0,0,UN,0,,5102,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
505,1,000003,1,300,,,0.01,MO,0,0,300,,2023-11-21,11/2023,0,1,0,1,0,12509,,0,0,,,,,300,,300,300,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
506,1,000017,1,95,,,0.01,01,0,0,95,,2023-11-21,11/2023,0,1,0,1,0,30820,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
507,1,000017,1,95,,,0.01,01,0,0,95,,2023-11-21,11/2023,0,1,0,1,0,153987,,0,0,,,,,95,,95,95,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
508,1,000017,1,190,,,0.01,01,0,0,190,,2023-11-21,11/2023,0,1,0,1,0,275246,,0,0,,,,,190,,190,190,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
509,1,000017,1,1090,,,0.01,01,0,0,1090,,2023-11-21,11/2023,0,1,0,1,0,238133,,0,0,,,,,1090,,1090,1090,T,T,ACAMPAMENTO LEÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
511,1,000004,1,472,,,0.01,MO,0,0,472,,2023-11-21,11/2023,0,1,0,1,0,112596,,0,0,,,,,472,,472,472,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
512,1,000016,1,951.56,,,0.01,01,0,0,951.56,,2023-11-21,11/2023,0,1,0,1,0,295701,,0,0,,,,,951.56,,951.56,951.56,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
513,1,000016,1,225,,,0.01,01,0,0,225,,2023-11-21,11/2023,0,1,0,1,0,285906,,0,0,,,,,225,,225,225,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
514,1,000004,1,1276.08,,,0.01,MO,0,0,1276.08,,2023-11-23,11/2023,0,1,0,1,0,92613,,0,0,,,,,1276.08,,1276.08,1276.08,T,T,ENS. FUNDAMENTAL 6. a 9. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
515,1,000010,1,1053.92,,,0.01,MO,0,0,1053.92,,2023-11-23,11/2023,0,1,0,1,0,64584,,0,0,,,,,1053.92,,1053.92,1053.92,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
516,1,000016,1,646,,,0.01,01,0,0,646,,2023-11-23,11/2023,0,1,0,1,0,43009,,0,0,,,,,646,,646,646,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
517,1,000016,1,85,,,0.01,01,0,0,85,,2023-11-23,11/2023,0,1,0,1,0,100544,,0,0,,,,,85,,85,85,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
518,1,000016,1,561,,,0.01,01,0,0,561,,2023-11-24,11/2023,0,1,0,1,0,223686,,0,0,,,,,561,,561,561,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
519,1,000016,1,555,,,0.01,01,0,0,555,,2023-11-27,11/2023,0,1,0,1,0,51280,,0,0,,,,,555,,555,555,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
520,1,000016,1,725,,,0.01,01,0,0,725,,2023-11-27,11/2023,0,1,0,1,0,62936,,0,0,,,,,725,,725,725,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
521,1,000016,1,195,,,0.01,01,0,0,195,,2023-11-27,11/2023,0,1,0,1,0,52754,,0,0,,,,,195,,195,195,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
522,1,000016,1,195,,,0.01,01,0,0,195,,2023-11-27,11/2023,0,1,0,1,0,242162,,0,0,,,,,195,,195,195,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
523,1,000011,1,40,,,0.01,MO,0,0,40,,2023-11-27,11/2023,0,1,0,1,0,161787,,0,0,,,,,40,,40,40,T,T,PROVAS,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
524,1,000016,1,500,,,0.01,01,0,0,500,,2023-11-28,11/2023,0,1,1,1,0,31519,,0,0,,,,,500,,500,500,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
525,1,000016,1,500,,,0.01,01,0,0,500,,2023-11-28,11/2023,0,1,0,1,0,261676,,0,0,,,,,500,,500,500,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
526,1,000016,1,195,,,0.01,01,0,0,195,,2023-11-28,11/2023,0,1,0,1,0,115253,,0,0,,,,,195,,195,195,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
527,1,000016,1,590,,,0.01,01,0,0,590,,2023-11-28,11/2023,0,1,0,1,0,255357,,0,0,,,,,590,,590,590,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
528,1,000016,1,810,,,0.01,01,0,0,810,,2023-11-28,11/2023,0,1,0,1,0,194659,,0,0,,,,,810,,810,810,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
529,1,000016,1,195,,,0.01,01,0,0,195,,2023-11-28,11/2023,0,1,0,1,0,202473,,0,0,,,,,195,,195,195,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
530,1,000016,1,400,,,0.01,01,0,0,400,,2023-11-28,11/2023,0,1,0,1,0,29877,,0,0,,,,,400,,400,400,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
531,1,000008,1,1141,,,0.01,MO,0,0,1141,,2023-11-28,11/2023,0,1,0,1,0,198745,,0,0,,,,,1141,,1141,1141,T,T,ALGUÉL CANTINA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
532,1,000016,1,1235,,,0.01,01,0,0,1235,,2023-11-28,11/2023,0,1,0,1,0,267242,,0,0,,,,,1235,,1235,1235,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
533,1,000016,1,1405,,,0.01,01,0,0,1405,,2023-11-28,11/2023,0,1,0,1,0,243382,,0,0,,,,,1405,,1405,1405,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
534,1,000003,1,204.18,,,0.01,MO,0,0,204.18,,2023-11-29,11/2023,0,1,0,1,0,246984,,0,0,,,,,204.18,,204.18,204.18,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
535,1,000010,1,969.81,,,0.01,MO,0,0,969.81,,2023-11-29,11/2023,0,1,0,1,0,126764,,0,0,,,,,969.81,,969.81,969.81,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
536,1,000010,1,1970.58,,,0.01,MO,0,0,1970.58,,2023-11-30,11/2023,0,1,0,1,0,171373,,0,0,,,,,1970.58,,1970.58,1970.58,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
537,1,000016,1,470,,,0.01,01,0,0,470,,2023-11-30,11/2023,0,1,0,1,0,152739,,0,0,,,,,470,,470,470,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
538,1,000016,1,980,,,0.01,01,0,0,980,,2023-11-30,11/2023,0,1,0,1,0,200134,,0,0,,,,,980,,980,980,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
539,1,000016,1,980,,,0.01,01,0,0,980,,2023-11-30,11/2023,0,1,0,1,0,261896,,0,0,,,,,980,,980,980,T,T,FORMATURA,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
540,1,000003,1,628.57,,,0.01,MO,0,0,628.57,,2023-11-30,11/2023,0,1,0,1,0,185493,,0,0,,,,,628.57,,628.57,628.57,T,T,ENS. FUNDAMENTAL 1. a 5. MENSALIDADE,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
541,1,000010,1,206.78,,,0.01,MO,0,0,206.78,,2023-12-01,12/2023,0,1,0,1,0,14231,,0,0,,,,,206.78,,206.78,206.78,T,T,CARTÃO,NN,0,0,UN,0,,5933,,,,0,,,,,,0,,0,,,0.01,0.01,,,0,0.01,0,0,0,0,,0,0,0,0,,,0,,,0,,,,
